,price,floor,bedroomCount,netHabitableSurface,constructionYear,facadeCount,floorCount,hasLift,hasGarden,gardenSurface,hasTerrace,terraceSurface,fireplaceExists,hasSwimmingPool,hasAirConditioning,bathroomCount,showerRoomCount,toiletCount,parkingCountIndoor,parkingCountOutdoor,primaryEnergyConsumptionPerSqm,hasDoubleGlazing,BUY_REGULAR,PUBLIC_SALE,APARTMENT,HOUSE,APARTMENT.1,APARTMENT_BLOCK,BUNGALOW,CASTLE,CHALET,COUNTRY_COTTAGE,DUPLEX,EXCEPTIONAL_PROPERTY,FARMHOUSE,FLAT_STUDIO,GROUND_FLOOR,HOUSE.1,KOT,LOFT,MANOR_HOUSE,MANSION,MIXED_USE_BUILDING,OTHER_PROPERTY,PENTHOUSE,SERVICE_FLAT,TOWN_HOUSE,TRIPLEX,VILLA,Brussels,Flanders,Wallonie,Antwerp,Brussels.1,East Flanders,Flemish Brabant,Hainaut,Limburg,Liège,Luxembourg,Namur,Walloon Brabant,West Flanders,AS_NEW,GOOD,JUST_RENOVATED,NO_COND_INFORMATION,TO_BE_DONE_UP,TO_RENOVATE,TO_RESTORE,HYPER_EQUIPPED,INSTALLED,NOT_INSTALLED,NO_KITCH_INFORMATION,SEMI_EQUIPPED,USA_HYPER_EQUIPPED,USA_INSTALLED,USA_SEMI_EQUIPPED,USA_UNINSTALLED,A,A+,A++,B,C,D,E,F,G,NO_EPC_SCORE
hasTerrace,0.07865180162877901,0.013144369140331638,0.006914426082195652,-0.03659580540282951,0.184584502047034,0.039977126400050716,0.13430357381799551,0.2195300765716773,0.033678417240623926,,1.0,,0.026870025048602086,0.06066098636680489,0.021518574016877567,0.0564225291912912,0.046148181590948016,0.06735874062618319,0.007281472462034504,0.024188744363139763,-0.020109691812102058,0.07595290207407862,0.034096607986899716,-0.034096607986900083,0.13959544693862427,-0.13959544693862425,0.11726372217788156,-0.048281343033187096,-0.0011074740910638535,0.016651394333622383,0.005114945917441985,-0.0033300772554916928,0.028078347276213556,0.031086923626913857,-0.019641889158514142,-0.08001499979300515,0.02828255210485597,-0.1429470894881501,-0.03377011525948372,0.01756906972759382,-0.010340675207565498,-0.01597671591488784,-0.03033875464349482,-0.006538238530765369,0.07585356269674484,0.033750195894871216,0.0045395251106573106,-0.007326567130536373,0.026716301073168774,0.05438935570529508,-0.07240283081826918,0.03880626349925877,0.037222355562185894,0.05438935570529508,0.00017695589615444597,0.0028942757367352106,-0.0011499336390252163,-0.08176567796484131,0.030549560777101057,0.004057805838867116,-0.007964145779237455,0.04589180305046584,-0.07973211778459327,0.14540419625516082,-0.02115007504502848,0.01130345268690061,-0.0247369724831153,-0.046826555919597106,-0.11529956913294195,-0.03470296150178577,0.13239208509623152,0.043104320047901615,-0.02353438883262595,-0.21480752204176481,-0.00306092166930997,0.13422595840657817,0.045995625955811074,-0.00833562048224113,0.009611944285938923,0.10165705184754635,0.019020635589410154,0.005114945917442135,0.05438843844544451,0.0064519146279124655,-0.014814610728150312,-0.0386892124687643,-0.10954910894844867,-0.0285738125336856,-0.0015242403341034544
terraceSurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fireplaceExists,-0.0021836551502356994,-0.006460592179390166,0.04808584883471128,0.02284538764454905,-0.016919463882736033,0.10632968726830253,-0.01815593274011322,-0.03133159013967405,0.09989796363500081,,0.026870025048602086,,1.0,0.002489408862963695,0.0031507879613321085,0.010008975362465497,-0.03173334872540659,0.0830407164345266,0.017285196243948593,-0.017443331579644675,-0.008759780660339741,-0.05797784867551434,0.030986208528850926,-0.030986208528850978,-0.04139735384419501,0.04139735384419515,-0.0018420128688019617,0.01791288329424083,-0.007766811813194495,-0.003756795227990164,-0.006510502696864639,0.012986603413902521,-0.04652522765220297,-0.015189129280328883,-0.010393320817267734,-0.012865515670643328,-0.007328337523051422,0.01894058673790272,-0.019750890363017675,0.0032051737552735004,-0.002483153552836751,0.00919543526036099,-0.0004461036648930035,0.0006755559199611992,-0.03242554917481552,-0.0334810021616252,0.005551003183556125,-0.007548425146209856,0.042152827513674176,-0.034080562077720804,-0.0381139025144011,0.07779271635465364,0.150325772212236,-0.034080562077720804,-0.054797995725809234,0.007632045860930085,-0.011938368414650917,0.005648939936559978,0.013735387745209568,0.0341043407278972,0.06500105110294843,0.06889855657330733,-0.16047859142657284,-0.1764180797644471,0.03731337763583084,0.05173025208717076,0.08854338190252481,0.034401211405501134,0.005071629343476154,0.01815590810537082,-0.07521820233401655,0.14741625473193984,0.003985849577687443,-0.17698238027272892,0.24100539605326518,-0.07951100601952371,-0.02824599213680795,-0.021301290535776,0.008416368173652123,-0.03205638248337844,0.008772973533031685,0.04645271989092702,0.022008277467423617,0.017135328903091614,0.006365662519630385,-0.004855269655907713,-0.0020205095696380023,0.007259915290775028,-0.026656590637459197
hasSwimmingPool,0.22334487624437183,-0.0036856205262664997,0.13183041900456288,0.11048015402054782,0.013200515418019582,0.14510194596933598,-0.05985212079001312,-0.07038613017225216,0.07090021962306516,,0.06066098636680489,,0.002489408862963695,1.0,0.046747988329683535,0.13649471104908914,0.039437977208849305,0.1463463207905417,-0.000868537316800828,0.013395387467315662,-0.004019214329482383,0.04240209380369686,0.003191707151986556,-0.0031917071519866887,-0.127306232166483,0.1273062321664833,-0.10701280929594581,-0.014926303451172972,-0.0033623026324462115,0.04672790349811183,0.008172596699437967,0.01673247700334825,-0.025486036717562183,0.07547435253877219,-0.007064274846806978,-0.01228929194933324,-0.025205898760248716,0.011718171443406596,-0.005633296340483274,0.006557433064652802,0.01476882314093775,0.0045276244538627365,-0.015341849629739513,-0.0030097585202097286,-0.00981745464559351,0.019220493770518824,-0.006580100252663331,-0.006564080662606979,0.22033457373301804,-0.03517523934093283,-0.04567911560626778,0.08804727255061197,-9.273978995715813e-05,-0.03517523934093283,-0.022215491020162226,0.004337045907848349,0.03813048944100763,-0.00799816748704973,0.016142449228447778,0.007722618919255316,0.02817919049439056,0.08543963626413403,-0.032715012203623904,0.06140707712124355,-0.004240473256896469,-0.016212497639291317,-0.02299113345442667,-0.010506392971258374,-0.033334915638806396,0.0015350036546174291,0.0623473168262848,-0.0005288344033806423,-0.022910877409976046,-0.03639234123207242,-0.01987525309323179,0.029316227876001914,-0.005534115499271794,-0.012353290846289403,-0.002128027772197624,-0.008893865525701407,0.006109320491037189,-0.00638871701948313,0.030036647377090345,0.03672753476590883,-0.0041386639826895685,-0.0012889037597992833,-0.024047295225087594,-0.012468556996702282,-0.03180644274123165
hasAirConditioning,0.07104179113662315,0.0016209899369584633,0.024309906390034632,0.016680691136539444,0.021104909035824366,0.05274786147845046,-0.02870875772639913,-0.011075857371378874,0.029350848125896927,,0.021518574016877567,,0.0031507879613321085,0.046747988329683535,1.0,0.036019489751248406,0.007353670704428752,0.04554376292924842,-0.0008176731578468556,0.003086324176550751,-0.007933218288309509,0.04450282898316809,0.007458603715355573,-0.007458603715355603,-0.03132081143524019,0.031320811435240244,-0.03436166781526281,-0.012908923188832416,0.016948602000034924,-0.0024142896181659932,0.017741055660768976,0.033988992952287723,0.02124246862865437,0.024868599951299964,-0.004626369351497173,-0.015791678143955722,-0.01870623158546197,-0.00790429332718631,-0.0036892264390438745,-0.007053205789093739,-0.0031173998043001654,-0.007589019549755217,0.01755593025571072,-0.0019710805249316433,0.029422143268238256,-0.007843485228822483,0.012013194678550648,-0.00429879389700789,0.054192926509414235,-0.0240392715031707,0.00745344109913181,0.01287296032366744,0.018734368119388993,-0.0240392715031707,-0.0052050731800071,0.00973344689408128,-0.007086074087816534,0.005437846723685776,0.03004689912073565,0.004770641651322103,-0.011747406351618023,0.0052342532397841885,-0.016226962065518956,0.04827008126799043,0.010851660654094163,0.018188403183481413,-0.03944817751870765,-0.02109990055354446,-0.02710189363372212,-0.005838744049819261,0.02642338185587521,-0.01418985552184003,-0.01193993319553628,0.013568404703612596,-0.025826044947708297,0.001159198812335586,-0.0015341850926983262,-0.008090127776842636,0.0643336691732609,0.018531080690323717,0.03504465797027639,0.01774105566076894,0.017968537178919438,-0.003455205951503234,-0.004008303204534218,-0.020815526239893356,-0.028988040220491864,-0.01568664939116978,0.01317925085147819
bathroomCount,0.5264338897537771,-0.005851747314882577,0.5214004305552018,0.10528123000873049,-0.0784587878724567,0.10595623925402421,-0.059071807794038235,-0.035773636501851384,0.0627844957075643,,0.0564225291912912,,0.010008975362465497,0.13649471104908914,0.036019489751248406,1.0,0.19787719877791463,0.5816057025191913,0.0093595354512859,0.01602992209875315,0.0053468111736922315,0.024711692511584386,0.012425307692481477,-0.012425307692481765,-0.15075133463597556,0.15075133463597554,-0.14541359930087558,0.3247972292549347,-0.02242117007086077,0.15062195761703867,-0.006515819330527014,0.007581012289640259,0.02247706619491918,0.09326538434817765,0.0014706468070396766,-0.047823154593511136,-0.035212822247716255,-0.03600196713199886,-0.010093898609294645,0.0052763712458311325,0.03501360166813641,0.04575693982701932,0.051759634994001644,0.041654518530755594,0.04285087159559229,-0.02685317891601417,-0.010126183600289516,0.026441052591216246,0.13886252749324182,0.11067329583557001,-0.11553928678390812,0.040082981201788756,-0.05323295531455107,0.11067329583557001,-0.05106393292345184,0.0026665718535483357,0.00811907886130791,-0.029037050392044156,-0.020541468072058613,0.010714508170524361,-0.009233648990344439,0.09103600085699269,-0.02073664036807499,0.05479756138534101,-0.0057559930298616965,0.024056350771986132,-0.03542465701464046,-0.010047204509099147,-0.033485655916866953,0.0036391529649327475,0.09609088353443594,-0.051724768161370734,-0.007353423201880144,-0.048305181981129416,-0.031130854056080674,0.09716589658826384,-0.004689154489000891,0.015546128557797861,-0.005045081523654011,-0.010344901887540394,0.006675925242732442,0.0021145913909919947,-0.0023531680045477234,0.014425743955343457,0.009217172686949892,0.011469654469017482,-0.03205228287555553,0.005998075389221202,0.0013677626068362059
showerRoomCount,0.1233168269797617,0.00028298014318361373,0.14084276787784542,0.020829877712180617,-0.06370344236416993,0.04738805452238786,0.0008772563106640442,-0.006276987161140147,0.0425529016365728,,0.046148181590948016,,-0.03173334872540659,0.039437977208849305,0.007353670704428752,0.19787719877791463,1.0,0.20535944338299172,-0.0018652645747766884,0.012489397329425174,-0.0056910007616948095,0.017736295626499494,0.01200004826799213,-0.012000048267992062,-0.036023034552034906,0.036023034552035,-0.04712956893663373,0.09472103459345618,-0.006490477317583752,0.07711703482242124,0.0013052278497812672,0.0024623421837459917,0.015846477507495616,0.0371374287827245,-0.006743151681456656,-0.004564386580379832,0.002575321111583945,-0.009382155678216752,-0.00013141453504156859,0.0032097921018770146,-0.0066123562534683164,0.015824757651977085,0.017137350102834098,-0.004180883894694188,0.018409001739101722,-0.013001911104979152,0.0006072710996952845,0.014002290184900488,0.01662909460887091,0.14307452287749153,-0.18344118676734916,0.09349725759316793,-0.07031088062039319,0.14307452287749153,-0.06374621922098707,-0.019716490619369198,0.049352964467342296,-0.03400579930973618,0.04326120562581375,0.026923952031582647,0.024408685555861148,0.04537920682047252,-0.053268873279424984,0.03363437373123142,0.012310587973903407,0.009061954372498671,-0.047674442036335744,-0.0059984335555256126,-0.0010820451659285094,-0.006296308445352825,0.048829302352711386,-0.004292131161585158,0.02444098424060008,-0.09131397025651394,0.0022149818660976758,0.07123597082150755,0.026898506939763703,0.02250146655857168,0.0021301722933889447,-0.003466139661670593,0.0070713938737803255,0.004698512785043004,-0.03010231298506753,-0.009973972501035515,0.01740709408863954,0.04926618333072132,-0.018645901361915698,0.04865494046357602,-0.015739519465884085
toiletCount,0.40859136362679693,-0.0048511132327110395,0.5051289034877906,0.11264913360030462,-0.09172432293205264,0.18473194703422288,-0.16584239558077168,-0.1599556497489246,0.17952505392137394,,0.06735874062618319,,0.0830407164345266,0.1463463207905417,0.04554376292924842,0.5816057025191913,0.20535944338299172,1.0,0.006067497040751601,0.015112248710772182,0.001514730145734237,0.056455916922282544,0.020951534425940506,-0.020951534425940593,-0.3162104549139267,0.3162104549139264,-0.28606282362871743,0.24541333534597015,-0.017265671693259856,0.13060668767523867,-0.01533025415814264,0.019134068126034822,0.030358812559459603,0.07260962289974864,-0.00480468978192444,-0.07955252344130243,-0.06109110775275338,0.13816429791280066,-0.02017677734660382,-0.001129597493221351,0.01333664741549146,0.07690574478762836,0.07710738203783866,-0.00010638845513436055,0.01555405290099258,-0.034806673044872206,0.03903953291312699,0.03039763377311079,0.15434491526572525,0.07885154362910662,-0.12605139103838559,0.08204897296096553,-0.05045977881281113,0.07885154362910662,-0.023728222300782753,0.027328990422418088,0.01700791277479112,-0.014368600485834373,0.021635664264750623,0.026166884566122994,0.02010016875473195,0.08238041130154354,-0.08950205068362845,0.03584965165998398,0.01556671683055579,0.02323588101249946,-0.045390003030880484,-0.0027775254837125703,-0.02814637261910102,-0.0066386597128781115,0.10477771648569811,0.003925307976186764,0.003421512989552923,-0.12374698741889492,-0.0011880005557682828,0.07278358817653117,0.004583442771017734,0.025064168557068698,-7.522117992091111e-05,-0.006779492787526956,0.004305276103019889,0.009843790553529203,-0.019541813576714757,0.00664495370720007,0.03567395573633949,0.02115377396381212,-0.039345294440118,0.009899009092862345,-0.001447003608047148
parkingCountIndoor,0.0037211139439874206,-0.00032221095253288424,0.0024619969262760846,-0.0009087316977841466,0.01222069637637156,0.006292668461198607,-0.0055926252729292525,-0.006212274552922422,-0.0058578601747133726,,0.007281472462034504,,0.017285196243948593,-0.000868537316800828,-0.0008176731578468556,0.0093595354512859,-0.0018652645747766884,0.006067497040751601,1.0,0.001501454182850409,-0.0015288919267754887,-0.01437557606694785,0.0007353181430085284,-0.0007353181430086072,0.00861068944371283,-0.008610689443712856,0.011004607141141771,-0.0010426028188038092,-0.0006185342621126062,-0.00010047034500961938,-0.00042886886710334654,-0.0005331334066731243,-0.0017477512600502687,-0.0006228473813819971,-0.00036324860582093713,-0.0015101608360837807,-0.0014616364679472921,-0.007079503779495374,-0.0004530353111632799,-0.0007706950629835367,-0.00031954399315795105,-0.0007387404323320321,-0.0009170345187800197,-0.00018203971042812564,-0.0011060904770493784,-0.0009379076997304897,-0.0006463725992018748,-0.0005095216952646182,-0.0017780080513096746,-0.003179280741444217,-0.0146321045343491,0.020805117750841175,-0.005045980440916914,-0.003179280741444217,-0.0039700434890863195,-0.002923299689579931,-0.001833496481512046,-0.0023571404772195982,-0.0022926141125519696,-0.0012878821490558891,-0.001643388764271365,0.04625101696692012,-0.005080554378863442,-0.004715890165972438,-0.006600193689624598,-0.0023977603048397286,0.017152638211912034,-0.0028181258361853075,-0.002935426512010006,-0.0005477034715902203,-0.0032522683218957635,0.012579415178584267,-0.001833440740336924,-0.007168907738065505,-0.002708711345352785,-0.0009338208824283014,-0.0016056820159722688,-0.0006160522830852601,0.00022485906089555707,-0.0017098901655678029,-0.0003973931765351156,0.23556804594483086,-0.004992917751862001,-0.004408700518111223,-0.003705893731407034,-0.002921918348220496,-0.003274723814432039,-0.0020436420206279885,-0.004953610027638706
parkingCountOutdoor,0.020183488278318312,-6.887263239112529e-05,0.017410228297533803,0.004993880110795724,0.022470667435033526,0.02066747428241763,0.006107153549632064,0.008590235116647546,0.0007499662077564495,,0.024188744363139763,,-0.017443331579644675,0.013395387467315662,0.003086324176550751,0.01602992209875315,0.012489397329425174,0.015112248710772182,0.001501454182850409,1.0,-0.0003888892900474186,0.020065053637554484,0.0044665185721632725,-0.004466518572163299,0.00369507686146641,-0.003695076861466402,0.0023498031748345415,-0.002078832643575275,0.0020780701803447816,0.011630678641477578,0.0006188279481268946,0.00519568892820756,-0.0038223425441585076,0.007664413496374971,0.0007921711529181199,-0.005953222182801619,-0.002333827198362515,-0.011761847757101672,-0.0023886040401418897,-0.0007983515650526138,0.0023006734853712636,-0.00206220045062507,0.0004324006891609614,-0.00036589653591266255,0.019893055610184007,-0.002318455397990123,-0.0013356279887810603,-0.0024698063680610176,0.011316248539138873,0.00803373104097374,-0.009007885449932867,0.0036690894022311537,0.004869281699162178,0.00803373104097374,-0.007067032417787187,0.020131427373698368,-0.0002115468869534559,-0.004861324326923582,-0.0025539270063635786,-1.9423156409803607e-05,0.002666590440401556,0.007824081639610405,-0.02158553947719749,0.02637012334909811,0.004207468523054064,-0.006035217534719688,-0.018337002703290483,-0.009157084995521361,-0.006793204462757098,-0.0024706098391770637,0.030255015853860336,-0.020486152079722812,-0.0030372706302174844,-0.026664309110387356,-0.009383396774544387,0.057421055371849966,0.002500883858513396,0.004966844737715873,0.0029593552186672235,0.0360163693605044,-0.0005674557278912717,-0.0007766767369071971,-0.009677912603227729,-0.006743138115626308,-0.007409273222288802,0.0263330089844942,-0.008903340487004193,-0.00679900670576013,-0.011121220096192982
primaryEnergyConsumptionPerSqm,-0.012577801898283439,0.00023053173747800913,0.03280544915597488,0.00883326894969563,-0.0772717626032839,0.03103352417879199,-0.03436201662315173,-0.04914361701488052,0.031448557271898096,,-0.020109691812102058,,-0.008759780660339741,-0.004019214329482383,-0.007933218288309509,0.0053468111736922315,-0.0056910007616948095,0.001514730145734237,-0.0015288919267754887,-0.0003888892900474186,1.0,-0.02190270234158214,-0.005616438122339693,0.005616438122339614,-0.06224193449066823,0.0622419344906683,-0.0482026813020859,0.05515526493582431,0.008164847807807121,0.0012639264564880787,0.001772325178690941,0.0034312499597497844,-0.011588072340350378,-0.0038821340253788338,0.006527676825324638,-0.004631743462295111,-0.010095081185185291,0.03920306986484386,-0.003903587771730681,-0.004693938907994219,-0.0013102610017385406,0.0015411048403876162,-0.0006882373939668006,-0.001078381263627678,-0.010887523654792421,-0.008849911668136035,-0.0014057245703088031,-0.00039357488178083156,0.020270691017366237,0.007565590900958155,-0.025086690479300795,0.02376374175957799,-0.009368302006319435,0.007565590900958155,-0.010149420464215304,0.0007865464490068981,-0.0029719193539688173,-0.001700895276226372,0.05571213415682801,-0.004596457588598214,-0.0032696678785382282,-0.006145598168975523,-0.010589922504350044,-0.045894458867266806,0.005962560479448584,-0.005577101651247176,-0.009553859886185699,0.021493747249736857,0.06016973523860039,0.007125458106253798,-0.008022272956385204,0.005247028552213287,0.008000784421673702,0.00025871676860046206,0.017073110755831178,-0.01827000041609674,-0.007781785907204802,0.0015793499517394564,-0.0013076230939430735,-0.03822657764292904,-0.006703385658412865,-0.006510668275484609,-0.03674811431747492,-0.008054869397812024,0.011048502232978949,0.020778616591834005,0.09423437235768177,0.11049718000020013,-0.07573548877814686
hasDoubleGlazing,0.03140287951640684,-0.013462375410287272,0.02639711150844233,-0.011515985688394625,0.051975526758388395,-0.009700150638585276,0.003508384252554216,0.03983824831192801,0.02676633588666638,,0.07595290207407862,,-0.05797784867551434,0.04240209380369686,0.04450282898316809,0.024711692511584386,0.017736295626499494,0.056455916922282544,-0.01437557606694785,0.020065053637554484,-0.02190270234158214,1.0,0.07400499945205183,-0.07400499945205208,0.010517750694270349,-0.010517750694270375,0.008493650209633549,-0.027971171487136102,-0.0006784758541858613,-0.0022878933221941954,-0.008919240227431659,0.004841527526896751,0.011953598088173721,0.02127979506823579,-0.03874753272241747,-0.020775894139210598,0.023781663062479953,-0.02922426891645412,-0.005368305792422724,-0.003736214928733979,-0.007383877690101752,0.00011924350853151659,-0.019223989030673454,0.012136194506344093,0.01034707926504302,-0.04193001863841158,0.016755630913739925,-0.002466265776082658,0.05252112685812937,-0.025286547702882488,0.01081736441058289,0.00989937527523404,-0.0011375623370918487,-0.025286547702882488,0.043631777897756595,0.025298953985176887,0.015438455187619663,0.007278793092035535,-0.005459378962972142,0.01966093025942031,0.005924081656370835,-0.008610415309225652,-0.05027656152639261,0.09612376345912355,0.08561975049711079,0.041003013147024994,-0.10003642896212926,-0.02748887537653705,-0.1407648482839969,-0.04583079712375969,0.08431562228669937,0.058470949571454316,-0.029116749663555028,-0.11767052810417963,-0.059551632361601985,0.06390718827921177,0.020025622967549058,0.0009123033570774825,0.008580807657782685,0.014644299896067423,-0.011854460872729879,-0.0188279109693217,0.07090091812519285,0.06823701118183417,0.01995950936313598,-0.019172386895394775,-0.08900457583048262,-0.055190899383858384,-0.05589941736526915
BUY_REGULAR,0.03702108964440295,0.0015689670274393714,-0.007346278766534637,0.00013611049376959896,0.025863073555341447,-0.0058362864371739554,0.0313728258779167,0.03743261306158822,0.04769108711694367,,0.034096607986899716,,0.030986208528850926,0.003191707151986556,0.007458603715355573,0.012425307692481477,0.01200004826799213,0.020951534425940506,0.0007353181430085284,0.0044665185721632725,-0.005616438122339693,0.07400499945205183,1.0,-1.0000000000000002,0.024141191509313528,-0.024141191509313552,0.013971421647062575,-0.001308701694738456,-0.012245740824052366,0.0016805208468817754,0.0029123321452939337,-0.014699533967198072,0.01313603371049814,0.005798035787553514,-0.025120308095083126,-0.005965896356327658,0.005797319104854987,-0.022337192590957893,0.0025679694320977116,0.004909543277961792,0.0021699365808363342,0.005282508554398598,0.006993667384029258,0.0013720151418895221,0.011410659070295953,0.005459635140732932,-0.008744138229237983,0.0029922726362289357,0.0027681174358895637,0.025499685443542204,-0.01627790549824492,-0.003415400553482103,-0.014334623769790838,0.025499685443542204,0.006399906233412418,-0.0031939656863343335,0.00795081537516807,-0.031775329775108614,-0.00720573570792074,-0.01745636619580447,-0.011451772421091433,0.01494164371602056,0.01070440175519561,0.039554086534872086,0.019901332097703693,-0.001584424184067574,-0.042113279931121975,-0.006296886255297927,-0.0256422784810475,0.004064189739913057,0.027643951729467427,-0.0031936667175165383,0.004337553221873255,-0.04478600395189447,0.02033294563351429,0.019092107288210623,0.012249489390945566,0.0056313162599151605,0.00097007328202977,-0.00032689480135752937,0.003220288933882078,0.002912332145293504,0.010619252295962526,0.0016215809965997223,-0.0036053133499978334,-0.011276000433926138,-0.03846616206797701,-0.005856201607186749,0.030671987890538415
PUBLIC_SALE,-0.03702108964440339,-0.0015689670274393324,0.007346278766534491,-0.0001361104937696799,-0.025863073555341606,0.005836286437173944,-0.03137282587791667,-0.037432613061588176,-0.047691087116944225,,-0.034096607986900083,,-0.030986208528850978,-0.0031917071519866887,-0.007458603715355603,-0.012425307692481765,-0.012000048267992062,-0.020951534425940593,-0.0007353181430086072,-0.004466518572163299,0.005616438122339614,-0.07400499945205208,-1.0000000000000002,1.0,-0.024141191509313303,0.024141191509313317,-0.013971421647062504,0.0013087016947383814,0.012245740824052213,-0.0016805208468818405,-0.0029123321452936457,0.01469953396719799,-0.013136033710498115,-0.005798035787553715,0.025120308095082908,0.005965896356327881,-0.0057973191048551614,0.022337192590957854,-0.0025679694320976196,-0.004909543277961727,-0.0021699365808363364,-0.005282508554398534,-0.006993667384029252,-0.0013720151418895273,-0.01141065907029598,-0.005459635140732987,0.008744138229238162,-0.0029922726362291182,-0.0027681174358896448,-0.025499685443542357,0.01627790549824475,0.0034154005534822417,0.01433462376979081,-0.025499685443542357,-0.006399906233412571,0.00319396568633421,-0.00795081537516789,0.03177532977510862,0.007205735707920994,0.017456366195804367,0.01145177242109156,-0.014941643716020631,-0.010704401755195369,-0.03955408653487223,-0.019901332097703693,0.001584424184067751,0.04211327993112191,0.006296886255297921,0.02564227848104756,-0.004064189739912931,-0.027643951729467323,0.0031936667175163787,-0.004337553221873214,0.04478600395189481,-0.020332945633514288,-0.019092107288210515,-0.01224948939094549,-0.005631316259914902,-0.0009700732820296616,0.00032689480135735275,-0.003220288933882008,-0.002912332145293655,-0.010619252295962509,-0.001621580996599689,0.003605313349997793,0.011276000433926162,0.03846616206797708,0.005856201607186673,-0.030671987890538037
APARTMENT,-0.16272760279835416,0.02970455462969762,-0.5047711442934245,-0.18377981111298083,0.31296137058127843,-0.3628315251841867,0.5746835852654351,0.6348716124923287,-0.3867651726476498,,0.13959544693862427,,-0.04139735384419501,-0.127306232166483,-0.03132081143524019,-0.15075133463597556,-0.036023034552034906,-0.3162104549139267,0.00861068944371283,0.00369507686146641,-0.06224193449066823,0.010517750694270349,0.024141191509313528,-0.024141191509313303,1.0,-0.9999999999999999,0.7782837320142979,-0.13390381740324647,-0.07804710943096052,-0.025043343388170953,-0.04339995788229908,-0.07022217580823692,0.16978674381711342,-0.0864030942990271,-0.0479891705776649,0.14207653160732295,0.16829854806299016,-0.7774961699214641,0.033191690711731676,0.06345715801019434,-0.03233668122907806,-0.07872063945188047,-0.10422055410135043,-0.0204459506681297,0.1474858158139803,0.07056724224403585,-0.0917536651123694,0.03867592293953769,-0.27579201274448756,0.22970600044040881,-0.04821205204472707,-0.15114973621762245,0.03999558727655789,0.22970600044040881,-0.05760967933762359,-0.11933328549356907,-0.08434915457234764,-0.08953048100951176,-0.060440028837687315,-0.04762778728666597,-0.04047319060348438,-0.07553768648395132,0.0979162716903281,0.12235679542296878,0.005342707729649989,0.006557040466351618,0.04652386849888756,-0.08100420882557179,-0.19338163638391367,-0.044408544661385385,0.025915516906662092,-0.012458540182531718,-0.05426436508637524,-0.02203794300884017,-0.036085088019444274,0.07652498399561444,0.0362739585008714,0.011975415872727463,-0.0009588519011491768,0.11386087777105551,0.004963531502295297,-0.007381011825592807,0.1839983147787327,-0.018874392124917705,-0.07724232316482278,-0.08054909118781735,-0.2382088608127295,-0.036555623733895704,0.06562949421430107
HOUSE,0.16272760279835394,-0.029704554629697608,0.5047711442934253,0.18377981111298103,-0.31296137058127865,0.3628315251841869,-0.5746835852654355,-0.6348716124923292,0.3867651726476501,,-0.13959544693862425,,0.04139735384419515,0.1273062321664833,0.031320811435240244,0.15075133463597554,0.036023034552035,0.3162104549139264,-0.008610689443712856,-0.003695076861466402,0.0622419344906683,-0.010517750694270375,-0.024141191509313552,0.024141191509313317,-0.9999999999999999,1.0,-0.7782837320142981,0.13390381740324647,0.07804710943096055,0.025043343388171,0.04339995788229908,0.070222175808237,-0.16978674381711364,0.08640309429902715,0.04798917057766493,-0.14207653160732295,-0.16829854806299024,0.7774961699214643,-0.03319169071173168,-0.06345715801019436,0.03233668122907811,0.07872063945188044,0.10422055410135064,0.020445950668129705,-0.1474858158139805,-0.07056724224403585,0.09175366511236939,-0.03867592293953764,0.2757920127444877,-0.2297060004404088,0.048212052044727005,0.15114973621762218,-0.03999558727655788,-0.2297060004404088,0.057609679337623614,0.11933328549356914,0.08434915457234765,0.08953048100951186,0.060440028837687274,0.04762778728666604,0.04047319060348441,0.07553768648395122,-0.09791627169032809,-0.12235679542296887,-0.0053427077296499615,-0.006557040466351639,-0.046523868498887656,0.08100420882557176,0.19338163638391379,0.04440854466138542,-0.025915516906662137,0.012458540182531815,0.05426436508637524,0.022037943008840162,0.036085088019444295,-0.07652498399561455,-0.03627395850087149,-0.011975415872727557,0.0009588519011491668,-0.11386087777105547,-0.004963531502295345,0.007381011825592829,-0.18399831477873266,0.018874392124917722,0.07724232316482273,0.08054909118781738,0.23820886081272977,0.03655562373389561,-0.06562949421430121
